Graph Name,Rank,No of sources of Evidences,Controller,Allocated Switch
RNP.GRAPHML,Rank 4,4,5,25
RNP.GRAPHML,Rank 4,4,5,17
RNP.GRAPHML,Rank 4,4,5,7
RNP.GRAPHML,Rank 4,4,5,23
RNP.GRAPHML,Rank 4,4,5,14
RNP.GRAPHML,Rank 4,4,5,11
RNP.GRAPHML,Rank 4,4,5,6
RNP.GRAPHML,Rank 4,4,5,16
RNP.GRAPHML,Rank 4,4,5,24
RNP.GRAPHML,Rank 4,4,5,13
RNP.GRAPHML,Rank 4,4,5,1
RNP.GRAPHML,Rank 4,4,5,12
RNP.GRAPHML,Rank 4,4,5,20
RNP.GRAPHML,Rank 4,4,5,22
RNP.GRAPHML,Rank 4,4,9,8
RNP.GRAPHML,Rank 4,4,4,26
RNP.GRAPHML,Rank 4,4,4,10
RNP.GRAPHML,Rank 4,4,4,27
RNP.GRAPHML,Rank 4,4,0,28
RNP.GRAPHML,Rank 4,4,0,3
RNP.GRAPHML,Rank 4,4,0,2
RNP.GRAPHML,Rank 4,4,0,21
RNP.GRAPHML,Rank 5,2,5,28
RNP.GRAPHML,Rank 5,2,5,2
RNP.GRAPHML,Rank 5,2,5,21
RNP.GRAPHML,Rank 5,2,5,29
RNP.GRAPHML,Rank 5,2,5,1
RNP.GRAPHML,Rank 5,2,5,0
RNP.GRAPHML,Rank 5,2,5,22
RNP.GRAPHML,Rank 5,2,5,6
RNP.GRAPHML,Rank 5,2,5,3
RNP.GRAPHML,Rank 5,2,5,7
RNP.GRAPHML,Rank 5,2,5,30
RNP.GRAPHML,Rank 5,2,16,19
RNP.GRAPHML,Rank 5,2,16,24
RNP.GRAPHML,Rank 5,2,16,23
RNP.GRAPHML,Rank 5,2,16,13
RNP.GRAPHML,Rank 5,2,16,12
RNP.GRAPHML,Rank 5,2,16,18
RNP.GRAPHML,Rank 5,2,16,25
RNP.GRAPHML,Rank 5,2,16,14
RNP.GRAPHML,Rank 5,2,16,20
RNP.GRAPHML,Rank 5,2,16,11
RNP.GRAPHML,Rank 5,2,16,17
RNP.GRAPHML,Rank 5,2,16,15
RNP.GRAPHML,Rank 5,2,9,8
RNP.GRAPHML,Rank 5,2,4,26
RNP.GRAPHML,Rank 5,2,4,10
RNP.GRAPHML,Rank 5,2,4,27
RNP.GRAPHML,Rank 5,3,5,29
RNP.GRAPHML,Rank 5,3,5,1
RNP.GRAPHML,Rank 5,3,5,22
RNP.GRAPHML,Rank 5,3,5,6
RNP.GRAPHML,Rank 5,3,5,7
RNP.GRAPHML,Rank 5,3,5,30
RNP.GRAPHML,Rank 5,3,9,8
RNP.GRAPHML,Rank 5,3,4,26
RNP.GRAPHML,Rank 5,3,4,10
RNP.GRAPHML,Rank 5,3,4,27
RNP.GRAPHML,Rank 5,3,0,28
RNP.GRAPHML,Rank 5,3,0,3
RNP.GRAPHML,Rank 5,3,0,2
RNP.GRAPHML,Rank 5,3,0,21
RNP.GRAPHML,Rank 5,3,2,3
RNP.GRAPHML,Rank 5,4,5,29
RNP.GRAPHML,Rank 5,4,5,15
RNP.GRAPHML,Rank 5,4,5,30
RNP.GRAPHML,Rank 5,4,5,19
RNP.GRAPHML,Rank 5,4,5,18
RNP.GRAPHML,Rank 5,4,5,25
RNP.GRAPHML,Rank 5,4,5,17
RNP.GRAPHML,Rank 5,4,5,7
RNP.GRAPHML,Rank 5,4,5,23
RNP.GRAPHML,Rank 5,4,5,14
RNP.GRAPHML,Rank 5,4,5,11
RNP.GRAPHML,Rank 5,4,5,6
RNP.GRAPHML,Rank 5,4,5,16
RNP.GRAPHML,Rank 5,4,5,24
RNP.GRAPHML,Rank 5,4,5,13
RNP.GRAPHML,Rank 5,4,5,1
RNP.GRAPHML,Rank 5,4,5,12
RNP.GRAPHML,Rank 5,4,5,20
RNP.GRAPHML,Rank 5,4,5,22
RNP.GRAPHML,Rank 5,4,9,8
RNP.GRAPHML,Rank 5,4,4,26
RNP.GRAPHML,Rank 5,4,4,10
RNP.GRAPHML,Rank 5,4,4,27
RNP.GRAPHML,Rank 5,4,0,28
RNP.GRAPHML,Rank 5,4,0,21
RNP.GRAPHML,Rank 5,4,2,3
ROEDUNETFIBRE.GRAPHML,Rank 1,2,4,26
ROEDUNETFIBRE.GRAPHML,Rank 1,2,4,6
ROEDUNETFIBRE.GRAPHML,Rank 1,2,4,7
ROEDUNETFIBRE.GRAPHML,Rank 1,3,4,29
ROEDUNETFIBRE.GRAPHML,Rank 1,3,4,32
ROEDUNETFIBRE.GRAPHML,Rank 1,3,4,31
ROEDUNETFIBRE.GRAPHML,Rank 1,3,4,34
ROEDUNETFIBRE.GRAPHML,Rank 1,3,4,9
ROEDUNETFIBRE.GRAPHML,Rank 1,3,4,15
ROEDUNETFIBRE.GRAPHML,Rank 1,3,4,44
ROEDUNETFIBRE.GRAPHML,Rank 1,3,4,30
ROEDUNETFIBRE.GRAPHML,Rank 1,3,4,19
ROEDUNETFIBRE.GRAPHML,Rank 1,3,4,27
ROEDUNETFIBRE.GRAPHML,Rank 1,3,4,43
ROEDUNETFIBRE.GRAPHML,Rank 1,3,4,18
ROEDUNETFIBRE.GRAPHML,Rank 1,3,4,25
ROEDUNETFIBRE.GRAPHML,Rank 1,3,4,36
ROEDUNETFIBRE.GRAPHML,Rank 1,3,4,17
ROEDUNETFIBRE.GRAPHML,Rank 1,3,4,10
ROEDUNETFIBRE.GRAPHML,Rank 1,3,4,37
ROEDUNETFIBRE.GRAPHML,Rank 1,3,4,7
ROEDUNETFIBRE.GRAPHML,Rank 1,3,4,21
ROEDUNETFIBRE.GRAPHML,Rank 1,3,4,26
ROEDUNETFIBRE.GRAPHML,Rank 1,3,4,2
ROEDUNETFIBRE.GRAPHML,Rank 1,3,4,5
ROEDUNETFIBRE.GRAPHML,Rank 1,3,4,23
ROEDUNETFIBRE.GRAPHML,Rank 1,3,4,14
ROEDUNETFIBRE.GRAPHML,Rank 1,3,4,39
ROEDUNETFIBRE.GRAPHML,Rank 1,3,4,11
ROEDUNETFIBRE.GRAPHML,Rank 1,3,4,41
ROEDUNETFIBRE.GRAPHML,Rank 1,3,4,6
ROEDUNETFIBRE.GRAPHML,Rank 1,3,4,16
ROEDUNETFIBRE.GRAPHML,Rank 1,3,4,28
ROEDUNETFIBRE.GRAPHML,Rank 1,3,4,33
ROEDUNETFIBRE.GRAPHML,Rank 1,3,4,8
ROEDUNETFIBRE.GRAPHML,Rank 1,3,4,35
ROEDUNETFIBRE.GRAPHML,Rank 1,3,4,38
ROEDUNETFIBRE.GRAPHML,Rank 1,3,4,24
ROEDUNETFIBRE.GRAPHML,Rank 1,3,4,46
ROEDUNETFIBRE.GRAPHML,Rank 1,3,4,1
ROEDUNETFIBRE.GRAPHML,Rank 1,3,4,13
ROEDUNETFIBRE.GRAPHML,Rank 1,3,4,12
ROEDUNETFIBRE.GRAPHML,Rank 1,3,4,45
ROEDUNETFIBRE.GRAPHML,Rank 1,3,4,20
ROEDUNETFIBRE.GRAPHML,Rank 1,3,4,42
ROEDUNETFIBRE.GRAPHML,Rank 1,3,4,22
ROEDUNETFIBRE.GRAPHML,Rank 1,3,4,3
ROEDUNETFIBRE.GRAPHML,Rank 1,3,4,40
ROEDUNETFIBRE.GRAPHML,Rank 1,3,4,0
ROEDUNETFIBRE.GRAPHML,Rank 1,3,4,47
ROEDUNETFIBRE.GRAPHML,Rank 1,4,4,29
ROEDUNETFIBRE.GRAPHML,Rank 1,4,4,32
ROEDUNETFIBRE.GRAPHML,Rank 1,4,4,31
ROEDUNETFIBRE.GRAPHML,Rank 1,4,4,34
ROEDUNETFIBRE.GRAPHML,Rank 1,4,4,9
ROEDUNETFIBRE.GRAPHML,Rank 1,4,4,15
ROEDUNETFIBRE.GRAPHML,Rank 1,4,4,44
ROEDUNETFIBRE.GRAPHML,Rank 1,4,4,30
ROEDUNETFIBRE.GRAPHML,Rank 1,4,4,19
ROEDUNETFIBRE.GRAPHML,Rank 1,4,4,27
ROEDUNETFIBRE.GRAPHML,Rank 1,4,4,43
ROEDUNETFIBRE.GRAPHML,Rank 1,4,4,18
ROEDUNETFIBRE.GRAPHML,Rank 1,4,4,25
ROEDUNETFIBRE.GRAPHML,Rank 1,4,4,36
ROEDUNETFIBRE.GRAPHML,Rank 1,4,4,17
ROEDUNETFIBRE.GRAPHML,Rank 1,4,4,10
ROEDUNETFIBRE.GRAPHML,Rank 1,4,4,37
ROEDUNETFIBRE.GRAPHML,Rank 1,4,4,7
ROEDUNETFIBRE.GRAPHML,Rank 1,4,4,21
ROEDUNETFIBRE.GRAPHML,Rank 1,4,4,26
ROEDUNETFIBRE.GRAPHML,Rank 1,4,4,2
ROEDUNETFIBRE.GRAPHML,Rank 1,4,4,5
ROEDUNETFIBRE.GRAPHML,Rank 1,4,4,23
ROEDUNETFIBRE.GRAPHML,Rank 1,4,4,14
ROEDUNETFIBRE.GRAPHML,Rank 1,4,4,39
ROEDUNETFIBRE.GRAPHML,Rank 1,4,4,11
ROEDUNETFIBRE.GRAPHML,Rank 1,4,4,41
ROEDUNETFIBRE.GRAPHML,Rank 1,4,4,6
ROEDUNETFIBRE.GRAPHML,Rank 1,4,4,16
ROEDUNETFIBRE.GRAPHML,Rank 1,4,4,28
ROEDUNETFIBRE.GRAPHML,Rank 1,4,4,33
ROEDUNETFIBRE.GRAPHML,Rank 1,4,4,8
ROEDUNETFIBRE.GRAPHML,Rank 1,4,4,35
ROEDUNETFIBRE.GRAPHML,Rank 1,4,4,38
ROEDUNETFIBRE.GRAPHML,Rank 1,4,4,24
ROEDUNETFIBRE.GRAPHML,Rank 1,4,4,46
ROEDUNETFIBRE.GRAPHML,Rank 1,4,4,1
ROEDUNETFIBRE.GRAPHML,Rank 1,4,4,13
ROEDUNETFIBRE.GRAPHML,Rank 1,4,4,12
ROEDUNETFIBRE.GRAPHML,Rank 1,4,4,45
ROEDUNETFIBRE.GRAPHML,Rank 1,4,4,20
ROEDUNETFIBRE.GRAPHML,Rank 1,4,4,42
ROEDUNETFIBRE.GRAPHML,Rank 1,4,4,22
ROEDUNETFIBRE.GRAPHML,Rank 1,4,4,3
ROEDUNETFIBRE.GRAPHML,Rank 1,4,4,40
ROEDUNETFIBRE.GRAPHML,Rank 1,4,4,0
ROEDUNETFIBRE.GRAPHML,Rank 1,4,4,47
ROEDUNETFIBRE.GRAPHML,Rank 2,2,4,26
ROEDUNETFIBRE.GRAPHML,Rank 2,2,4,6
ROEDUNETFIBRE.GRAPHML,Rank 2,2,4,7
ROEDUNETFIBRE.GRAPHML,Rank 2,2,42,29
ROEDUNETFIBRE.GRAPHML,Rank 2,2,42,44
ROEDUNETFIBRE.GRAPHML,Rank 2,2,42,19
ROEDUNETFIBRE.GRAPHML,Rank 2,2,42,43
ROEDUNETFIBRE.GRAPHML,Rank 2,2,42,25
ROEDUNETFIBRE.GRAPHML,Rank 2,2,42,36
ROEDUNETFIBRE.GRAPHML,Rank 2,2,42,21
ROEDUNETFIBRE.GRAPHML,Rank 2,2,42,23
ROEDUNETFIBRE.GRAPHML,Rank 2,2,42,14
ROEDUNETFIBRE.GRAPHML,Rank 2,2,42,41
ROEDUNETFIBRE.GRAPHML,Rank 2,2,42,28
ROEDUNETFIBRE.GRAPHML,Rank 2,2,42,35
ROEDUNETFIBRE.GRAPHML,Rank 2,2,42,38
ROEDUNETFIBRE.GRAPHML,Rank 2,2,42,24
ROEDUNETFIBRE.GRAPHML,Rank 2,2,42,46
ROEDUNETFIBRE.GRAPHML,Rank 2,2,42,12
ROEDUNETFIBRE.GRAPHML,Rank 2,2,42,45
ROEDUNETFIBRE.GRAPHML,Rank 2,2,42,22
ROEDUNETFIBRE.GRAPHML,Rank 2,2,42,40
ROEDUNETFIBRE.GRAPHML,Rank 2,2,42,47
ROEDUNETFIBRE.GRAPHML,Rank 2,3,4,32
ROEDUNETFIBRE.GRAPHML,Rank 2,3,4,31
ROEDUNETFIBRE.GRAPHML,Rank 2,3,4,34
ROEDUNETFIBRE.GRAPHML,Rank 2,3,4,9
ROEDUNETFIBRE.GRAPHML,Rank 2,3,4,15
ROEDUNETFIBRE.GRAPHML,Rank 2,3,4,30
ROEDUNETFIBRE.GRAPHML,Rank 2,3,4,19
ROEDUNETFIBRE.GRAPHML,Rank 2,3,4,27
ROEDUNETFIBRE.GRAPHML,Rank 2,3,4,18
ROEDUNETFIBRE.GRAPHML,Rank 2,3,4,17
ROEDUNETFIBRE.GRAPHML,Rank 2,3,4,10
ROEDUNETFIBRE.GRAPHML,Rank 2,3,4,37
ROEDUNETFIBRE.GRAPHML,Rank 2,3,4,7
ROEDUNETFIBRE.GRAPHML,Rank 2,3,4,26
ROEDUNETFIBRE.GRAPHML,Rank 2,3,4,2
ROEDUNETFIBRE.GRAPHML,Rank 2,3,4,5
ROEDUNETFIBRE.GRAPHML,Rank 2,3,4,39
ROEDUNETFIBRE.GRAPHML,Rank 2,3,4,11
ROEDUNETFIBRE.GRAPHML,Rank 2,3,4,6
ROEDUNETFIBRE.GRAPHML,Rank 2,3,4,16
ROEDUNETFIBRE.GRAPHML,Rank 2,3,4,33
ROEDUNETFIBRE.GRAPHML,Rank 2,3,4,8
ROEDUNETFIBRE.GRAPHML,Rank 2,3,4,1
ROEDUNETFIBRE.GRAPHML,Rank 2,3,4,13
ROEDUNETFIBRE.GRAPHML,Rank 2,3,4,20
ROEDUNETFIBRE.GRAPHML,Rank 2,3,4,3
ROEDUNETFIBRE.GRAPHML,Rank 2,3,4,0
ROEDUNETFIBRE.GRAPHML,Rank 2,3,0,39
ROEDUNETFIBRE.GRAPHML,Rank 2,3,0,3
ROEDUNETFIBRE.GRAPHML,Rank 2,3,0,1
ROEDUNETFIBRE.GRAPHML,Rank 2,4,4,32
ROEDUNETFIBRE.GRAPHML,Rank 2,4,4,31
ROEDUNETFIBRE.GRAPHML,Rank 2,4,4,34
ROEDUNETFIBRE.GRAPHML,Rank 2,4,4,9
ROEDUNETFIBRE.GRAPHML,Rank 2,4,4,15
ROEDUNETFIBRE.GRAPHML,Rank 2,4,4,30
ROEDUNETFIBRE.GRAPHML,Rank 2,4,4,27
ROEDUNETFIBRE.GRAPHML,Rank 2,4,4,18
ROEDUNETFIBRE.GRAPHML,Rank 2,4,4,17
ROEDUNETFIBRE.GRAPHML,Rank 2,4,4,10
ROEDUNETFIBRE.GRAPHML,Rank 2,4,4,37
ROEDUNETFIBRE.GRAPHML,Rank 2,4,4,7
ROEDUNETFIBRE.GRAPHML,Rank 2,4,4,26
ROEDUNETFIBRE.GRAPHML,Rank 2,4,4,2
ROEDUNETFIBRE.GRAPHML,Rank 2,4,4,5
ROEDUNETFIBRE.GRAPHML,Rank 2,4,4,14
ROEDUNETFIBRE.GRAPHML,Rank 2,4,4,39
ROEDUNETFIBRE.GRAPHML,Rank 2,4,4,11
ROEDUNETFIBRE.GRAPHML,Rank 2,4,4,6
ROEDUNETFIBRE.GRAPHML,Rank 2,4,4,16
ROEDUNETFIBRE.GRAPHML,Rank 2,4,4,33
ROEDUNETFIBRE.GRAPHML,Rank 2,4,4,8
ROEDUNETFIBRE.GRAPHML,Rank 2,4,4,24
ROEDUNETFIBRE.GRAPHML,Rank 2,4,4,1
ROEDUNETFIBRE.GRAPHML,Rank 2,4,4,13
ROEDUNETFIBRE.GRAPHML,Rank 2,4,4,20
ROEDUNETFIBRE.GRAPHML,Rank 2,4,4,3
ROEDUNETFIBRE.GRAPHML,Rank 2,4,4,0
ROEDUNETFIBRE.GRAPHML,Rank 2,4,4,47
ROEDUNETFIBRE.GRAPHML,Rank 2,4,0,39
ROEDUNETFIBRE.GRAPHML,Rank 2,4,0,3
ROEDUNETFIBRE.GRAPHML,Rank 2,4,0,1
ROEDUNETFIBRE.GRAPHML,Rank 3,2,4,26
ROEDUNETFIBRE.GRAPHML,Rank 3,2,4,6
ROEDUNETFIBRE.GRAPHML,Rank 3,2,4,7
ROEDUNETFIBRE.GRAPHML,Rank 3,2,42,28
ROEDUNETFIBRE.GRAPHML,Rank 3,2,42,47
ROEDUNETFIBRE.GRAPHML,Rank 3,2,42,35
ROEDUNETFIBRE.GRAPHML,Rank 3,2,42,38
ROEDUNETFIBRE.GRAPHML,Rank 3,2,42,29
ROEDUNETFIBRE.GRAPHML,Rank 3,2,42,24
ROEDUNETFIBRE.GRAPHML,Rank 3,2,42,23
ROEDUNETFIBRE.GRAPHML,Rank 3,2,42,46
ROEDUNETFIBRE.GRAPHML,Rank 3,2,42,43
ROEDUNETFIBRE.GRAPHML,Rank 3,2,42,12
ROEDUNETFIBRE.GRAPHML,Rank 3,2,42,45
ROEDUNETFIBRE.GRAPHML,Rank 3,2,42,25
ROEDUNETFIBRE.GRAPHML,Rank 3,2,42,36
ROEDUNETFIBRE.GRAPHML,Rank 3,2,42,22
ROEDUNETFIBRE.GRAPHML,Rank 3,2,42,41
ROEDUNETFIBRE.GRAPHML,Rank 3,2,42,44
ROEDUNETFIBRE.GRAPHML,Rank 3,2,42,40
ROEDUNETFIBRE.GRAPHML,Rank 3,2,42,21
ROEDUNETFIBRE.GRAPHML,Rank 3,2,16,19
ROEDUNETFIBRE.GRAPHML,Rank 3,2,16,13
ROEDUNETFIBRE.GRAPHML,Rank 3,2,16,18
ROEDUNETFIBRE.GRAPHML,Rank 3,2,16,14
ROEDUNETFIBRE.GRAPHML,Rank 3,2,16,11
ROEDUNETFIBRE.GRAPHML,Rank 3,2,16,17
ROEDUNETFIBRE.GRAPHML,Rank 3,2,16,10
ROEDUNETFIBRE.GRAPHML,Rank 3,2,16,15
ROEDUNETFIBRE.GRAPHML,Rank 3,3,4,32
ROEDUNETFIBRE.GRAPHML,Rank 3,3,4,31
ROEDUNETFIBRE.GRAPHML,Rank 3,3,4,34
ROEDUNETFIBRE.GRAPHML,Rank 3,3,4,9
ROEDUNETFIBRE.GRAPHML,Rank 3,3,4,30
ROEDUNETFIBRE.GRAPHML,Rank 3,3,4,27
ROEDUNETFIBRE.GRAPHML,Rank 3,3,4,37
ROEDUNETFIBRE.GRAPHML,Rank 3,3,4,7
ROEDUNETFIBRE.GRAPHML,Rank 3,3,4,26
ROEDUNETFIBRE.GRAPHML,Rank 3,3,4,2
ROEDUNETFIBRE.GRAPHML,Rank 3,3,4,5
ROEDUNETFIBRE.GRAPHML,Rank 3,3,4,39
ROEDUNETFIBRE.GRAPHML,Rank 3,3,4,6
ROEDUNETFIBRE.GRAPHML,Rank 3,3,4,33
ROEDUNETFIBRE.GRAPHML,Rank 3,3,4,8
ROEDUNETFIBRE.GRAPHML,Rank 3,3,4,1
ROEDUNETFIBRE.GRAPHML,Rank 3,3,4,20
ROEDUNETFIBRE.GRAPHML,Rank 3,3,4,3
ROEDUNETFIBRE.GRAPHML,Rank 3,3,4,0
ROEDUNETFIBRE.GRAPHML,Rank 3,3,0,39
ROEDUNETFIBRE.GRAPHML,Rank 3,3,0,3
ROEDUNETFIBRE.GRAPHML,Rank 3,3,0,1
ROEDUNETFIBRE.GRAPHML,Rank 3,3,2,38
ROEDUNETFIBRE.GRAPHML,Rank 3,3,2,46
ROEDUNETFIBRE.GRAPHML,Rank 3,3,2,45
ROEDUNETFIBRE.GRAPHML,Rank 3,3,2,47
ROEDUNETFIBRE.GRAPHML,Rank 3,4,4,32
ROEDUNETFIBRE.GRAPHML,Rank 3,4,4,31
ROEDUNETFIBRE.GRAPHML,Rank 3,4,4,34
ROEDUNETFIBRE.GRAPHML,Rank 3,4,4,9
ROEDUNETFIBRE.GRAPHML,Rank 3,4,4,30
ROEDUNETFIBRE.GRAPHML,Rank 3,4,4,27
ROEDUNETFIBRE.GRAPHML,Rank 3,4,4,37
ROEDUNETFIBRE.GRAPHML,Rank 3,4,4,7
ROEDUNETFIBRE.GRAPHML,Rank 3,4,4,26
ROEDUNETFIBRE.GRAPHML,Rank 3,4,4,2
ROEDUNETFIBRE.GRAPHML,Rank 3,4,4,5
ROEDUNETFIBRE.GRAPHML,Rank 3,4,4,39
ROEDUNETFIBRE.GRAPHML,Rank 3,4,4,6
ROEDUNETFIBRE.GRAPHML,Rank 3,4,4,33
ROEDUNETFIBRE.GRAPHML,Rank 3,4,4,8
ROEDUNETFIBRE.GRAPHML,Rank 3,4,4,1
ROEDUNETFIBRE.GRAPHML,Rank 3,4,4,20
ROEDUNETFIBRE.GRAPHML,Rank 3,4,4,3
ROEDUNETFIBRE.GRAPHML,Rank 3,4,4,0
ROEDUNETFIBRE.GRAPHML,Rank 3,4,4,47
ROEDUNETFIBRE.GRAPHML,Rank 3,4,0,39
ROEDUNETFIBRE.GRAPHML,Rank 3,4,0,3
ROEDUNETFIBRE.GRAPHML,Rank 3,4,0,1
ROEDUNETFIBRE.GRAPHML,Rank 3,4,2,38
ROEDUNETFIBRE.GRAPHML,Rank 3,4,2,46
ROEDUNETFIBRE.GRAPHML,Rank 3,4,2,45
ROEDUNETFIBRE.GRAPHML,Rank 3,4,2,47
ROEDUNETFIBRE.GRAPHML,Rank 4,2,4,26
ROEDUNETFIBRE.GRAPHML,Rank 4,2,4,6
ROEDUNETFIBRE.GRAPHML,Rank 4,2,4,7
ROEDUNETFIBRE.GRAPHML,Rank 4,2,42,28
ROEDUNETFIBRE.GRAPHML,Rank 4,2,42,35
ROEDUNETFIBRE.GRAPHML,Rank 4,2,42,38
ROEDUNETFIBRE.GRAPHML,Rank 4,2,42,29
ROEDUNETFIBRE.GRAPHML,Rank 4,2,42,24
ROEDUNETFIBRE.GRAPHML,Rank 4,2,42,23
ROEDUNETFIBRE.GRAPHML,Rank 4,2,42,46
ROEDUNETFIBRE.GRAPHML,Rank 4,2,42,43
ROEDUNETFIBRE.GRAPHML,Rank 4,2,42,12
ROEDUNETFIBRE.GRAPHML,Rank 4,2,42,45
ROEDUNETFIBRE.GRAPHML,Rank 4,2,42,25
ROEDUNETFIBRE.GRAPHML,Rank 4,2,42,36
ROEDUNETFIBRE.GRAPHML,Rank 4,2,42,22
ROEDUNETFIBRE.GRAPHML,Rank 4,2,42,41
ROEDUNETFIBRE.GRAPHML,Rank 4,2,42,44
ROEDUNETFIBRE.GRAPHML,Rank 4,2,42,40
ROEDUNETFIBRE.GRAPHML,Rank 4,2,42,21
ROEDUNETFIBRE.GRAPHML,Rank 4,2,16,19
ROEDUNETFIBRE.GRAPHML,Rank 4,2,16,13
ROEDUNETFIBRE.GRAPHML,Rank 4,2,16,18
ROEDUNETFIBRE.GRAPHML,Rank 4,2,16,14
ROEDUNETFIBRE.GRAPHML,Rank 4,2,16,11
ROEDUNETFIBRE.GRAPHML,Rank 4,2,16,17
ROEDUNETFIBRE.GRAPHML,Rank 4,2,16,10
ROEDUNETFIBRE.GRAPHML,Rank 4,2,16,15
ROEDUNETFIBRE.GRAPHML,Rank 4,2,0,2
ROEDUNETFIBRE.GRAPHML,Rank 4,2,0,1
ROEDUNETFIBRE.GRAPHML,Rank 4,2,0,39
ROEDUNETFIBRE.GRAPHML,Rank 4,2,0,3
ROEDUNETFIBRE.GRAPHML,Rank 4,2,0,47
ROEDUNETFIBRE.GRAPHML,Rank 4,3,4,32
ROEDUNETFIBRE.GRAPHML,Rank 4,3,4,31
ROEDUNETFIBRE.GRAPHML,Rank 4,3,4,34
ROEDUNETFIBRE.GRAPHML,Rank 4,3,4,9
ROEDUNETFIBRE.GRAPHML,Rank 4,3,4,30
ROEDUNETFIBRE.GRAPHML,Rank 4,3,4,27
ROEDUNETFIBRE.GRAPHML,Rank 4,3,4,37
ROEDUNETFIBRE.GRAPHML,Rank 4,3,4,7
ROEDUNETFIBRE.GRAPHML,Rank 4,3,4,26
ROEDUNETFIBRE.GRAPHML,Rank 4,3,4,2
ROEDUNETFIBRE.GRAPHML,Rank 4,3,4,5
ROEDUNETFIBRE.GRAPHML,Rank 4,3,4,39
ROEDUNETFIBRE.GRAPHML,Rank 4,3,4,6
ROEDUNETFIBRE.GRAPHML,Rank 4,3,4,33
ROEDUNETFIBRE.GRAPHML,Rank 4,3,4,8
ROEDUNETFIBRE.GRAPHML,Rank 4,3,4,1
ROEDUNETFIBRE.GRAPHML,Rank 4,3,4,20
ROEDUNETFIBRE.GRAPHML,Rank 4,3,4,3
ROEDUNETFIBRE.GRAPHML,Rank 4,3,4,0
ROEDUNETFIBRE.GRAPHML,Rank 4,3,0,39
ROEDUNETFIBRE.GRAPHML,Rank 4,3,0,3
ROEDUNETFIBRE.GRAPHML,Rank 4,3,0,1
ROEDUNETFIBRE.GRAPHML,Rank 4,3,2,38
ROEDUNETFIBRE.GRAPHML,Rank 4,3,2,46
ROEDUNETFIBRE.GRAPHML,Rank 4,3,2,45
ROEDUNETFIBRE.GRAPHML,Rank 4,3,2,47
ROEDUNETFIBRE.GRAPHML,Rank 4,3,16,19
ROEDUNETFIBRE.GRAPHML,Rank 4,3,16,13
ROEDUNETFIBRE.GRAPHML,Rank 4,3,16,18
ROEDUNETFIBRE.GRAPHML,Rank 4,3,16,14
ROEDUNETFIBRE.GRAPHML,Rank 4,3,16,11
ROEDUNETFIBRE.GRAPHML,Rank 4,3,16,17
ROEDUNETFIBRE.GRAPHML,Rank 4,3,16,10
ROEDUNETFIBRE.GRAPHML,Rank 4,3,16,15
ROEDUNETFIBRE.GRAPHML,Rank 4,4,4,26
ROEDUNETFIBRE.GRAPHML,Rank 4,4,4,33
ROEDUNETFIBRE.GRAPHML,Rank 4,4,4,8
ROEDUNETFIBRE.GRAPHML,Rank 4,4,4,27
ROEDUNETFIBRE.GRAPHML,Rank 4,4,4,32
ROEDUNETFIBRE.GRAPHML,Rank 4,4,4,31
ROEDUNETFIBRE.GRAPHML,Rank 4,4,4,5
ROEDUNETFIBRE.GRAPHML,Rank 4,4,4,1
ROEDUNETFIBRE.GRAPHML,Rank 4,4,4,34
ROEDUNETFIBRE.GRAPHML,Rank 4,4,4,0
ROEDUNETFIBRE.GRAPHML,Rank 4,4,4,20
ROEDUNETFIBRE.GRAPHML,Rank 4,4,4,39
ROEDUNETFIBRE.GRAPHML,Rank 4,4,4,37
ROEDUNETFIBRE.GRAPHML,Rank 4,4,4,9
ROEDUNETFIBRE.GRAPHML,Rank 4,4,4,6
ROEDUNETFIBRE.GRAPHML,Rank 4,4,4,3
ROEDUNETFIBRE.GRAPHML,Rank 4,4,4,7
ROEDUNETFIBRE.GRAPHML,Rank 4,4,4,30
ROEDUNETFIBRE.GRAPHML,Rank 4,4,0,39
ROEDUNETFIBRE.GRAPHML,Rank 4,4,0,3
ROEDUNETFIBRE.GRAPHML,Rank 4,4,0,1
ROEDUNETFIBRE.GRAPHML,Rank 4,4,2,38
ROEDUNETFIBRE.GRAPHML,Rank 4,4,2,46
ROEDUNETFIBRE.GRAPHML,Rank 4,4,2,12
ROEDUNETFIBRE.GRAPHML,Rank 4,4,2,45
ROEDUNETFIBRE.GRAPHML,Rank 4,4,2,47
ROEDUNETFIBRE.GRAPHML,Rank 4,4,16,19
ROEDUNETFIBRE.GRAPHML,Rank 4,4,16,24
ROEDUNETFIBRE.GRAPHML,Rank 4,4,16,13
ROEDUNETFIBRE.GRAPHML,Rank 4,4,16,18
ROEDUNETFIBRE.GRAPHML,Rank 4,4,16,14
ROEDUNETFIBRE.GRAPHML,Rank 4,4,16,11
ROEDUNETFIBRE.GRAPHML,Rank 4,4,16,17
ROEDUNETFIBRE.GRAPHML,Rank 4,4,16,10
ROEDUNETFIBRE.GRAPHML,Rank 4,4,16,15
ROEDUNETFIBRE.GRAPHML,Rank 5,2,4,26
ROEDUNETFIBRE.GRAPHML,Rank 5,2,4,6
ROEDUNETFIBRE.GRAPHML,Rank 5,2,4,7
ROEDUNETFIBRE.GRAPHML,Rank 5,2,42,28
ROEDUNETFIBRE.GRAPHML,Rank 5,2,42,35
